Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Germany,UZBEKISTAN,TASHKENT,,,,,,10302,9007,2805,31.1%,26,1269,12.3%,"10,302","9,033","1,269",12.3%
Germany,VENEZUELA,CARACAS,10,10,8,,,45,36,35,97.2%,2,7,15.6%,55,48,7,12.7%
Germany,VIETNAM,HANOI,,,,,,10084,8517,4174,49.0%,4,1563,15.5%,"10,084","8,521","1,563",15.5%
Germany,VIETNAM,HO CHI MINH,,,,,,7943,7124,7114,99.9%,8,811,10.2%,"7,943","7,132",811,10.2%
Germany,ZAMBIA,LUSAKA,,,,,,1013,901,111,12.3%,1,111,11.0%,"1,013",902,111,11.0%
Germany,ZIMBABWE,HARARE,,,,,,1194,1057,1057,100.0%,8,129,10.8%,"1,194","1,065",129,10.8%
Greece,ALBANIA,GJIROKASTER,,,,,,2,2,,,,,,2,2,,
Greece,ALBANIA,KORCE,,,,,,16,8,15,187.5%,7,1,6.3%,16,15,1,6.3%
Greece,ALBANIA,TIRANA,,,,,,244,201,123,61.2%,3,40,16.4%,244,204,40,16.4%
Greece,ALGERIA,ALGIERS,,,,,,2692,1018,161,15.8%,,1674,62.2%,"2,692","1,018","1,674",62.2%
Greece,ARGENTINA,BUENOS AIRES,,,,,,21,18,9,50.0%,1,2,9.5%,21,19,2,9.5%
Greece,ARMENIA,YEREVAN,,,,,,13535,11978,2882,24.1%,7,1550,11.5%,"13,535","11,985","1,550",11.5%
Greece,AUSTRALIA,ADELAIDE,,,,,,188,187,18,9.6%,,1,0.5%,188,187,1,0.5%
Greece,AUSTRALIA,CANBERRA,,,,,,50,48,39,81.3%,,2,4.0%,50,48,2,4.0%
Greece,AUSTRALIA,MELBOURNE,,,,,,858,858,73,8.5%,,,,858,858,,
Greece,AUSTRALIA,PERTH,,,,,,351,351,75,21.4%,,,,351,351,,
Greece,AUSTRALIA,SYDNEY,,,,,,527,523,325,62.1%,,4,0.8%,527,523,4,0.8%
Greece,AZERBAIJAN,BAKU,,,,,,970,753,184,24.4%,1,216,22.3%,970,754,216,22.3%
Greece,BELGIUM,BRUSSELS,,,,,,3,3,3,100.0%,,,,3,3,,
Greece,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,58,36,9,25.0%,6,16,27.6%,58,42,16,27.6%
Greece,BRAZIL,BRASILIA,,,,,,7,7,6,85.7%,,,,7,7,,
Greece,BRAZIL,SAO PAULO,,,,,,16,13,10,76.9%,,3,18.8%,16,13,3,18.8%
Greece,BULGARIA,SOFIA,,,,,,1103,1045,907,86.8%,26,32,2.9%,"1,103","1,071",32,2.9%
Greece,CANADA,MONTREAL,,,,,,240,226,187,82.7%,,14,5.8%,240,226,14,5.8%
Greece,CANADA,OTTAWA,,,,,,62,62,42,67.7%,,,,62,62,,
Greece,CANADA,TORONTO,,,,,,628,603,263,43.6%,1,24,3.8%,628,604,24,3.8%
Greece,CANADA,VANCOUVER,,,,,,163,160,30,18.8%,,3,1.8%,163,160,3,1.8%
Greece,CHILE,SANTIAGO DE CHILE,,,,,,20,20,10,50.0%,,,,20,20,,
Greece,CHINA,BEIJING,,,,,,38042,34947,1564,4.5%,2,3093,8.1%,"38,042","34,949","3,093",8.1%
Greece,CHINA,GUANGZHOU (CANTON),,,,,,20095,19316,2254,11.7%,1,778,3.9%,"20,095","19,317",778,3.9%
Greece,CHINA,SHANGHAI,,,,,,42719,41996,3935,9.4%,,723,1.7%,"42,719","41,996",723,1.7%
Greece,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,750,311,87,28.0%,5,434,57.9%,750,316,434,57.9%
Greece,CROATIA,ZAGREB,,,,,,16,13,14,107.7%,3,,,16,16,,
Greece,CUBA,HAVANA,,,,,,257,242,133,55.0%,,15,5.8%,257,242,15,5.8%
Greece,CYPRUS,NICOSIA,,,,,,1299,1078,484,44.9%,19,202,15.6%,"1,299","1,097",202,15.6%
Greece,EGYPT,ALEXANDRIA,,,,,,3210,2873,1633,56.8%,,337,10.5%,"3,210","2,873",337,10.5%
Greece,EGYPT,CAIRO,,,,,,6606,5443,1502,27.6%,106,1057,16.0%,"6,606","5,549","1,057",16.0%
Greece,ETHIOPIA,ADDIS ABEBA,,,,,,377,230,50,21.7%,21,126,33.4%,377,251,126,33.4%
Greece,FRANCE,PARIS,,,,,,12,7,3,42.9%,5,,,12,12,,
Greece,GEORGIA,TBILISSI,,,,,,69,41,17,41.5%,3,25,36.2%,69,44,25,36.2%
Greece,GERMANY,STUTTGART,,,,,,2,2,,,,,,2,2,,
Greece,HONG KONG S.A.R.,HONG KONG,,,,,,617,615,606,98.5%,1,1,0.2%,617,616,1,0.2%
Greece,INDIA,NEW DELHI,,,,,,45341,40112,40107,100.0%,12,5217,11.5%,"45,341","40,124","5,217",11.5%
Greece,INDONESIA,JAKARTA,,,,,,4234,4211,2761,65.6%,,23,0.5%,"4,234","4,211",23,0.5%
Greece,IRAN,TEHERAN,,,,,,8113,4032,501,12.4%,1,4080,50.3%,"8,113","4,033","4,080",50.3%
Greece,IRAQ,BAGHDAD,,,,,,1455,923,286,31.0%,69,463,31.8%,"1,455",992,463,31.8%
Greece,IRELAND,DUBLIN,,,,,,435,432,55,12.7%,1,2,0.5%,435,433,2,0.5%
Greece,ISRAEL,JERUSALEM,,,,,,1968,1752,555,31.7%,7,209,10.6%,"1,968","1,759",209,10.6%
Greece,ISRAEL,TEL AVIV,,,,,,426,422,30,7.1%,1,3,0.7%,426,423,3,0.7%
Greece,ITALY,ROME,,,,,,50,44,13,29.5%,,6,12.0%,50,44,6,12.0%
Greece,JAPAN,TOKYO,,,,,,408,398,171,43.0%,,10,2.5%,408,398,10,2.5%
Greece,JORDAN,AMMAN,,,,,,4631,3434,1734,50.5%,13,1184,25.6%,"4,631","3,447","1,184",25.6%
Greece,KAZAKHSTAN,ASTANA,,,,,,6373,6242,1577,25.3%,12,119,1.9%,"6,373","6,254",119,1.9%
Greece,KENYA,NAIROBI,,,,,,1933,1615,509,31.5%,,318,16.5%,"1,933","1,615",318,16.5%
Greece,KOSOVO,PRISTINA,,,,,,6922,314,4649,1480.6%,6039,569,8.2%,"6,922","6,353",569,8.2%
Greece,KUWAIT,KUWAIT,,,,,,4151,2646,2425,91.6%,5,1500,36.1%,"4,151","2,651","1,500",36.1%
Greece,LEBANON,BEIRUT,1,,,1,100.0%,17862,16349,15308,93.6%,114,1399,7.8%,"17,863","16,463","1,400",7.8%
Greece,MEXICO,MEXICO CITY,,,,,,18,17,9,52.9%,,1,5.6%,18,17,1,5.6%
Greece,MONTENEGRO,PODGORICA,,,,,,89,86,76,88.4%,,3,3.4%,89,86,3,3.4%
Greece,MOROCCO,CASABLANCA,,,,,,159,124,23,18.5%,,35,22.0%,159,124,35,22.0%
Greece,MOROCCO,RABAT,,,,,,451,347,69,19.9%,3,101,22.4%,451,350,101,22.4%
Greece,NIGERIA,ABUJA,,,,,,524,235,92,39.1%,,289,55.2%,524,235,289,55.2%
Greece,NORTH MACEDONIA,BITOLA,,,,,,44,37,20,54.1%,,7,15.9%,44,37,7,15.9%
Greece,NORTH MACEDONIA,SKOPJE,,,,,,721,597,488,81.7%,89,35,4.9%,721,686,35,4.9%
Greece,PAKISTAN,ISLAMABAD,,,,,,734,405,70,17.3%,18,311,42.4%,734,423,311,42.4%
Greece,PERU,LIMA,,,,,,3,3,1,33.3%,,,,3,3,,
Greece,PHILIPPINES,MANILA,,,,,,4447,4149,1873,45.1%,1,297,6.7%,"4,447","4,150",297,6.7%
Greece,POLAND,WARSAW,,,,,,2,2,,,,,,2,2,,
Greece,QATAR,DOHA,,,,,,2499,2185,1098,50.3%,65,249,10.0%,"2,499","2,250",249,10.0%
Greece,ROMANIA,BUCHAREST,,,,,,434,413,247,59.8%,3,18,4.1%,434,416,18,4.1%
Greece,RUSSIAN FEDERATION,MOSCOW,,,,,,350542,346332,311390,89.9%,8,4202,1.2%,"350,542","346,340","4,202",1.2%
Greece,RUSSIAN FEDERATION,NOVOROSSIISK,,,,,,24541,23967,11980,50.0%,29,545,2.2%,"24,541","23,996",545,2.2%
Greece,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,32205,32136,29740,92.5%,1,68,0.2%,"32,205","32,137",68,0.2%
Greece,SAUDI ARABIA,JEDDAH,,,,,,4709,4105,3631,88.5%,1,603,12.8%,"4,709","4,106",603,12.8%
Greece,SAUDI ARABIA,RIYADH,,,,,,6024,5463,4578,83.8%,7,554,9.2%,"6,024","5,470",554,9.2%
Greece,SERBIA,BELGRADE,,,,,,216,210,212,101.0%,6,,,216,216,,
Greece,SINGAPORE,SINGAPORE,,,,,,62,61,31,50.8%,,1,1.6%,62,61,1,1.6%
Greece,SOUTH AFRICA,CAPE TOWN,,,,,,5144,4974,4959,99.7%,,170,3.3%,"5,144","4,974",170,3.3%
Greece,SOUTH AFRICA,JOHANNESBURG,,,,,,7561,7260,3609,49.7%,1,300,4.0%,"7,561","7,261",300,4.0%
Greece,SOUTH KOREA,SEOUL,,,,,,89,82,11,13.4%,,7,7.9%,89,82,7,7.9%
Greece,SPAIN,MADRID,,,,,,2,2,1,50.0%,,,,2,2,,
Greece,SWEDEN,STOCKHOLM,,,,,,5,5,4,80.0%,,,,5,5,,
Greece,THAILAND,BANGKOK,,,,,,3685,3646,293,8.0%,,39,1.1%,"3,685","3,646",39,1.1%
Greece,TUNISIA,TUNIS,,,,,,1685,1343,462,34.4%,16,326,19.3%,"1,685","1,359",326,19.3%
Greece,TURKEY,ANKARA,,,,,,6173,4505,2116,47.0%,23,1645,26.6%,"6,173","4,528","1,645",26.6%
Greece,TURKEY,EDIRNE,,,,,,19740,19443,19370,99.6%,,297,1.5%,"19,740","19,443",297,1.5%
Greece,TURKEY,ISTANBUL,,,,,,83435,80222,66719,83.2%,73,3140,3.8%,"83,435","80,295","3,140",3.8%
Greece,TURKEY,IZMIR,,,,,,34045,32950,30456,92.4%,11,1084,3.2%,"34,045","32,961","1,084",3.2%
Greece,UKRAINE,KYIV,,,,,,1718,1641,870,53.0%,5,72,4.2%,"1,718","1,646",72,4.2%
Greece,UKRAINE,MARIUPOL,,,,,,251,234,91,38.9%,,17,6.8%,251,234,17,6.8%
Greece,UKRAINE,ODESA,,,,,,739,704,237,33.7%,,35,4.7%,739,704,35,4.7%
Greece,UNITED ARAB EMIRATES,ABU DHABI,,,,,,6739,4736,1411,29.8%,193,1810,26.9%,"6,739","4,929","1,810",26.9%
Greece,UNITED KINGDOM,LONDON,,,,,,6271,6191,3786,61.2%,20,60,1.0%,"6,271","6,211",60,1.0%
Greece,URUGUAY,MONTEVIDEO,,,,,,2,2,,,,,,2,2,,
Greece,USA,"ATLANTA, GA",,,,,,185,162,37,22.8%,10,13,7.0%,185,172,13,7.0%
Greece,USA,"BOSTON, MA",,,,,,653,648,613,94.6%,5,,,653,653,,
Greece,USA,"CHICAGO, IL",,,,,,609,596,601,100.8%,8,5,0.8%,609,604,5,0.8%
Greece,USA,"HOUSTON, TX",,,,,,585,571,577,101.1%,9,5,0.9%,585,580,5,0.9%
Greece,USA,"LOS ANGELES, CA",,,,,,669,650,328,50.5%,14,5,0.7%,669,664,5,0.7%
Greece,USA,"NEW YORK, NY",,,,,,1941,1912,1396,73.0%,20,9,0.5%,"1,941","1,932",9,0.5%
Greece,USA,"SAN FRANCISCO, CA",,,,,,557,551,366,66.4%,4,2,0.4%,557,555,2,0.4%
Greece,USA,"TAMPA, FL",,,,,,233,222,125,56.3%,11,,,233,233,,
Greece,USA,"WASHINGTON, DC",,,,,,1568,553,1368,247.4%,1011,4,0.3%,"1,568","1,564",4,0.3%
Greece,VENEZUELA,CARACAS,,,,,,4,3,1,33.3%,,1,25.0%,4,3,1,25.0%
Greece,VIETNAM,HANOI,,,,,,2049,1927,1336,69.3%,,122,6.0%,"2,049","1,927",122,6.0%
Greece,ZIMBABWE,HARARE,,,,,,397,346,167,48.3%,,51,12.8%,397,346,51,12.8%
Hungary,ALBANIA,TIRANA,,,,,,108,107,87,81.3%,,1,0.9%,108,107,1,0.9%
Hungary,ALGERIA,ALGIERS,,,,,,2713,971,223,23.0%,,1742,64.2%,"2,713",971,"1,742",64.2%
Hungary,ANGOLA,LUANDA,,,,,,73,37,9,24.3%,,36,49.3%,73,37,36,49.3%
Hungary,AUSTRIA,VIENNA,,,,,,4,4,,,,,,4,4,,
Hungary,AZERBAIJAN,BAKU,,,,,,2796,2533,455,18.0%,2,261,9.3%,"2,796","2,535",261,9.3%
Hungary,BELARUS,MINSK,,,,,,7533,7502,4996,66.6%,2,29,0.4%,"7,533","7,504",29,0.4%
Hungary,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,79,73,45,61.6%,,6,7.6%,79,73,6,7.6%
Hungary,BULGARIA,SOFIA,,,,,,475,458,301,65.7%,,17,3.6%,475,458,17,3.6%
Hungary,CANADA,OTTAWA,,,,,,188,177,60,33.9%,2,9,4.8%,188,179,9,4.8%
Hungary,CHINA,BEIJING,,,,,,16930,16203,4059,25.1%,,727,4.3%,"16,930","16,203",727,4.3%
Hungary,CHINA,CHONGQING,,,,,,4619,4552,691,15.2%,1,66,1.4%,"4,619","4,553",66,1.4%
Hungary,CHINA,SHANGHAI,,,,,,8952,8299,2996,36.1%,1,652,7.3%,"8,952","8,300",652,7.3%
Hungary,CROATIA,ZAGREB,,,,,,49,43,29,67.4%,,6,12.2%,49,43,6,12.2%
Hungary,CUBA,HAVANA,,,,,,203,160,43,26.9%,,43,21.2%,203,160,43,21.2%
Hungary,ECUADOR,QUITO,,,,,,183,176,83,47.2%,,7,3.8%,183,176,7,3.8%
Hungary,EGYPT,CAIRO,,,,,,2872,2136,569,26.6%,12,724,25.2%,"2,872","2,148",724,25.2%
Hungary,ETHIOPIA,ADDIS ABEBA,,,,,,60,45,7,15.6%,1,14,23.3%,60,46,14,23.3%
Hungary,GHANA,ACCRA,,,,,,1192,474,149,31.4%,,718,60.2%,"1,192",474,718,60.2%
Hungary,INDIA,MUMBAI,,,,,,11909,11261,11064,98.3%,2,646,5.4%,"11,909","11,263",646,5.4%
Hungary,INDIA,NEW DELHI,,,,,,9795,8446,2536,30.0%,,1349,13.8%,"9,795","8,446","1,349",13.8%
Hungary,INDONESIA,JAKARTA,,,,,,5392,5357,3241,60.5%,3,32,0.6%,"5,392","5,360",32,0.6%
Hungary,IRAN,TEHERAN,,,,,,5051,4505,1136,25.2%,34,512,10.1%,"5,051","4,539",512,10.1%
Hungary,IRAQ,ERBIL,,,,,,1080,601,162,27.0%,14,465,43.1%,"1,080",615,465,43.1%
Hungary,IRELAND,DUBLIN,,,,,,231,218,96,44.0%,,13,5.6%,231,218,13,5.6%
Hungary,ISRAEL,TEL AVIV,,,,,,545,480,84,17.5%,3,62,11.4%,545,483,62,11.4%
Hungary,JAPAN,TOKYO,,,,,,142,141,42,29.8%,,1,0.7%,142,141,1,0.7%
Hungary,JORDAN,AMMAN,,,,,,1579,1370,762,55.6%,5,204,12.9%,"1,579","1,375",204,12.9%
Hungary,KAZAKHSTAN,ALMATY,,,,,,11991,11252,2930,26.0%,2,737,6.1%,"11,991","11,254",737,6.1%
Hungary,KENYA,NAIROBI,,,,,,280,254,49,19.3%,,26,9.3%,280,254,26,9.3%
Hungary,KOSOVO,PRISTINA,,,,,,4013,2815,1301,46.2%,,1198,29.9%,"4,013","2,815","1,198",29.9%
Hungary,KUWAIT,KUWAIT,,,,,,822,760,559,73.6%,3,59,7.2%,822,763,59,7.2%
Hungary,LEBANON,BEIRUT,,,,,,1002,829,191,23.0%,4,169,16.9%,"1,002",833,169,16.9%
Hungary,LIBYA,TRIPOLI,,,,,,79,30,24,80.0%,1,48,60.8%,79,31,48,60.8%
Hungary,MALAYSIA,KUALA LUMPUR,,,,,,165,85,45,52.9%,,80,48.5%,165,85,80,48.5%
Hungary,MEXICO,MEXICO CITY,,,,,,6,5,2,40.0%,,1,16.7%,6,5,1,16.7%
Hungary,MOLDOVA,CHISINAU,,,,,,461,432,352,81.5%,,29,6.3%,461,432,29,6.3%
Hungary,MONGOLIA,ULAN BATOR,,,,,,805,624,143,22.9%,,181,22.5%,805,624,181,22.5%
Hungary,MOROCCO,RABAT,,,,,,517,317,100,31.5%,6,194,37.5%,517,323,194,37.5%
Hungary,NIGERIA,ABUJA,,,,,,1047,499,121,24.2%,1,547,52.2%,"1,047",500,547,52.2%
Hungary,NORTH MACEDONIA,SKOPJE,,,,,,40,39,19,48.7%,,1,2.5%,40,39,1,2.5%
Hungary,PAKISTAN,ISLAMABAD,,,,,,2135,1114,273,24.5%,8,1013,47.4%,"2,135","1,122","1,013",47.4%
Hungary,PERU,LIMA,,,,,,4,4,2,50.0%,,,,4,4,,
Hungary,PHILIPPINES,MANILA,,,,,,625,590,336,56.9%,,35,5.6%,625,590,35,5.6%
Hungary,PORTUGAL,LISBON,,,,,,2,1,,,,1,50.0%,2,1,1,50.0%
Hungary,QATAR,DOHA,,,,,,1982,1736,1349,77.7%,2,244,12.3%,"1,982","1,738",244,12.3%
Hungary,ROMANIA,BUCHAREST,,,,,,351,312,122,39.1%,1,38,10.8%,351,313,38,10.8%
Hungary,RUSSIAN FEDERATION,KAZAN,,,,,,4102,4091,2271,55.5%,,11,0.3%,"4,102","4,091",11,0.3%
Hungary,RUSSIAN FEDERATION,MOSCOW,,,,,,47873,47113,23534,50.0%,5,755,1.6%,"47,873","47,118",755,1.6%
Hungary,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,2470,2464,1605,65.1%,1,5,0.2%,"2,470","2,465",5,0.2%
Hungary,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,9650,9603,4361,45.4%,,47,0.5%,"9,650","9,603",47,0.5%
Hungary,SAUDI ARABIA,RIYADH,,,,,,1821,1540,1327,86.2%,3,278,15.3%,"1,821","1,543",278,15.3%
Hungary,SERBIA,BELGRADE,,,,,,1310,1269,1079,85.0%,12,29,2.2%,"1,310","1,281",29,2.2%
Hungary,SERBIA,SUBOTICA,,,,,,21,20,8,40.0%,1,,,21,21,,
Hungary,SINGAPORE,SINGAPORE,,,,,,883,874,247,28.3%,,9,1.0%,883,874,9,1.0%
Hungary,SLOVAKIA,BRATISLAVA,,,,,,1,,,,,1,100.0%,1,,1,100.0%
Hungary,SOUTH AFRICA,PRETORIA,,,,,,1729,1679,1131,67.4%,2,48,2.8%,"1,729","1,681",48,2.8%
Hungary,SOUTH KOREA,SEOUL,,,,,,73,68,11,16.2%,,5,6.8%,73,68,5,6.8%
Hungary,TAIWAN,TAIPEI,,,,,,26,25,11,44.0%,,1,3.8%,26,25,1,3.8%
Hungary,THAILAND,BANGKOK,,,,,,2069,2011,395,19.6%,,58,2.8%,"2,069","2,011",58,2.8%
Hungary,TUNISIA,TUNIS,,,,,,387,286,62,21.7%,5,96,24.8%,387,291,96,24.8%
Hungary,TURKEY,ANKARA,,,,,,7130,6795,5200,76.5%,5,330,4.6%,"7,130","6,800",330,4.6%
Hungary,TURKEY,ISTANBUL,,,,,,20212,18845,16865,89.5%,28,1339,6.6%,"20,212","18,873","1,339",6.6%
Hungary,UKRAINE,BEREHOVE,,,,,,2445,2290,2004,87.5%,,155,6.3%,"2,445","2,290",155,6.3%
Hungary,UKRAINE,KYIV,,,,,,1284,1236,674,54.5%,1,47,3.7%,"1,284","1,237",47,3.7%
Hungary,UKRAINE,UZHHOROD,,,,,,4099,4046,3830,94.7%,13,40,1.0%,"4,099","4,059",40,1.0%
Hungary,UNITED ARAB EMIRATES,ABU DHABI,,,,,,4007,3204,1722,53.7%,3,800,20.0%,"4,007","3,207",800,20.0%
Hungary,UNITED KINGDOM,LONDON,,,,,,1198,1126,604,53.6%,6,66,5.5%,"1,198","1,132",66,5.5%
Hungary,USA,"CHICAGO, IL",,,,,,243,239,231,96.7%,1,3,1.2%,243,240,3,1.2%
Hungary,USA,"LOS ANGELES, CA",,,,,,239,235,42,17.9%,1,3,1.3%,239,236,3,1.3%
Hungary,USA,"NEW YORK, NY",,,,,,422,413,95,23.0%,2,7,1.7%,422,415,7,1.7%
Hungary,USA,"WASHINGTON, DC",,,,,,240,237,171,72.2%,,3,1.3%,240,237,3,1.3%
Hungary,UZBEKISTAN,TASHKENT,,,,,,1351,951,117,12.3%,2,398,29.5%,"1,351",953,398,29.5%
Hungary,VIETNAM,HANOI,,,,,,812,735,81,11.0%,2,75,9.2%,812,737,75,9.2%
Hungary,VIETNAM,HO CHI MINH,,,,,,1616,1405,126,9.0%,1,210,13.0%,"1,616","1,406",210,13.0%
Iceland,CHINA,BEIJING,,,,,,7343,6869,1604,23.4%,,151,2.1%,"7,343","6,869",151,2.1%
Iceland,RUSSIAN FEDERATION,MOSCOW,,,,,,1991,1987,1006,50.6%,,5,0.3%,"1,991","1,987",5,0.3%
Italy,AFGHANISTAN,KABUL,,,,,,128,89,49,55.1%,35,4,3.1%,128,124,4,3.1%
Italy,ALBANIA,TIRANA,,,,,,461,424,321,75.7%,15,22,4.8%,461,439,22,4.8%
Italy,ALBANIA,VLORE,,,,,,90,89,86,96.6%,,1,1.1%,90,89,1,1.1%
Italy,ALGERIA,ALGIERS,,,,,,23464,13958,8600,61.6%,321,9185,39.1%,"23,464","14,279","9,185",39.1%
Italy,ANGOLA,LUANDA,,,,,,1173,1036,238,23.0%,,137,11.7%,"1,173","1,036",137,11.7%
Italy,ARGENTINA,BUENOS AIRES,2,2,,,,101,99,33,33.3%,1,1,1.0%,103,102,1,1.0%
Italy,ARMENIA,YEREVAN,,,,,,8731,7582,2545,33.6%,1,1148,13.1%,"8,731","7,583","1,148",13.1%
Italy,AUSTRALIA,ADELAIDE,,,,,,176,165,11,6.7%,,11,6.3%,176,165,11,6.3%
Italy,AUSTRALIA,BRISBANE,,,,,,449,443,46,10.4%,,6,1.3%,449,443,6,1.3%
Italy,AUSTRALIA,CANBERRA,,,,,,182,178,62,34.8%,,4,2.2%,182,178,4,2.2%
Italy,AUSTRALIA,MELBOURNE,,,,,,1666,1661,78,4.7%,,5,0.3%,"1,666","1,661",5,0.3%
Italy,AUSTRALIA,PERTH,,,,,,415,405,118,29.1%,,10,2.4%,415,405,10,2.4%
Italy,AUSTRALIA,SYDNEY,,,,,,1394,1390,287,20.6%,1,3,0.2%,"1,394","1,391",3,0.2%
Italy,AUSTRIA,VIENNA,,,,,,14,14,12,85.7%,,,,14,14,,
Italy,AZERBAIJAN,BAKU,,,,,,9981,8796,4162,47.3%,,1185,11.9%,"9,981","8,796","1,185",11.9%
Italy,BAHRAIN,MANAMA,,,,,,6013,5592,5414,96.8%,42,379,6.3%,"6,013","5,634",379,6.3%
Italy,BANGLADESH,DHAKA,,,,,,6935,3774,2703,71.6%,37,3124,45.0%,"6,935","3,811","3,124",45.0%
Italy,BELARUS,MINSK,,,,,,23978,23835,14892,62.5%,8,135,0.6%,"23,978","23,843",135,0.6%
Italy,BELGIUM,BRUSSELS,,,,,,2,2,1,50.0%,,,,2,2,,
Italy,BOLIVIA,LA PAZ,,,,,,1867,1310,252,19.2%,1,556,29.8%,"1,867","1,311",556,29.8%
Italy,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,234,219,219,100.0%,,15,6.4%,234,219,15,6.4%
Italy,BRAZIL,BELO HORIZONTE,,,,,,11,11,5,45.5%,,,,11,11,,
Italy,BRAZIL,BRASILIA,,,,,,17,14,4,28.6%,,3,17.6%,17,14,3,17.6%
Italy,BRAZIL,CURITIBA,,,,,,31,31,31,100.0%,,,,31,31,,
Italy,BRAZIL,PORTO ALEGRE,,,,,,2,2,2,100.0%,,,,2,2,,
Italy,BRAZIL,RECIFE,,,,,,26,24,24,100.0%,,2,7.7%,26,24,2,7.7%
Italy,BRAZIL,RIO DE JANEIRO,3,3,,,,73,53,20,37.7%,,20,27.4%,76,56,20,26.3%
Italy,BRAZIL,SAO PAULO,4,1,,3,75.0%,262,190,109,57.4%,,72,27.5%,266,191,75,28.2%
Italy,BULGARIA,SOFIA,3,3,,,,416,410,154,37.6%,,6,1.4%,419,413,6,1.4%
Italy,CAMEROON,YAONDE,,,,,,3658,2137,522,24.4%,2,1519,41.5%,"3,658","2,139","1,519",41.5%
Italy,CANADA,MONTREAL,,,,,,851,803,797,99.3%,,48,5.6%,851,803,48,5.6%
Italy,CANADA,OTTAWA,,,,,,223,219,219,100.0%,,4,1.8%,223,219,4,1.8%
Italy,CANADA,TORONTO,,,,,,1818,1801,1780,98.8%,,17,0.9%,"1,818","1,801",17,0.9%
Italy,CANADA,VANCOUVER,,,,,,1020,1011,252,24.9%,2,7,0.7%,"1,020","1,013",7,0.7%
Italy,CHILE,SANTIAGO DE CHILE,,,,,,214,209,197,94.3%,,5,2.3%,214,209,5,2.3%
Italy,CHINA,BEIJING,,,,,,203064,198433,77993,39.3%,3,4628,2.3%,"203,064","198,436","4,628",2.3%
Italy,CHINA,CHONGQING,,,,,,50912,50236,15800,31.5%,,676,1.3%,"50,912","50,236",676,1.3%
Italy,CHINA,GUANGZHOU (CANTON),,,,,,87028,83799,82386,98.3%,,3229,3.7%,"87,028","83,799","3,229",3.7%
Italy,CHINA,SHANGHAI,,,,,,134713,129361,67685,52.3%,3,5349,4.0%,"134,713","129,364","5,349",4.0%
Italy,COLOMBIA,BOGOTA,,,,,,59,57,54,94.7%,,2,3.4%,59,57,2,3.4%
Italy,CONGO (BRAZZAVILLE),BRAZZAVILLE,,,,,,1985,893,165,18.5%,1,1091,55.0%,"1,985",894,"1,091",55.0%
Italy,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,1129,807,603,74.7%,187,135,12.0%,"1,129",994,135,12.0%
Italy,COSTA RICA,SAN JOSE,,,,,,15,15,12,80.0%,,,,15,15,,
Italy,COTE D'IVOIRE,ABIDJAN ,,,,,,2616,1503,764,50.8%,9,1104,42.2%,"2,616","1,512","1,104",42.2%
Italy,CROATIA,ZAGREB,,,,,,567,563,499,88.6%,,4,0.7%,567,563,4,0.7%
Italy,CUBA,HAVANA,,,,,,13280,12128,6341,52.3%,11,1141,8.6%,"13,280","12,139","1,141",8.6%
Italy,CYPRUS,NICOSIA,1,1,,,,1011,958,338,35.3%,,53,5.2%,"1,012",959,53,5.2%
Italy,CZECH REPUBLIC,PRAGUE,,,,,,2,2,2,100.0%,,,,2,2,,
Italy,DENMARK,COPENHAGEN,,,,,,3,3,1,33.3%,,,,3,3,,
Italy,ECUADOR,QUITO,,,,,,5894,4534,4532,100.0%,,1360,23.1%,"5,894","4,534","1,360",23.1%
Italy,EGYPT,CAIRO,,,,,,20200,15145,10686,70.6%,102,4953,24.5%,"20,200","15,247","4,953",24.5%
Italy,EL SALVADOR,SAN SALVADOR,,,,,,1,1,1,100.0%,,,,1,1,,
Italy,ERITREA,ASMARA,1,1,,,,2155,1275,701,55.0%,6,874,40.6%,"2,156","1,282",874,40.5%
Italy,ETHIOPIA,ADDIS ABEBA,1,1,,,,3900,3188,948,29.7%,444,268,6.9%,"3,901","3,633",268,6.9%
Italy,FINLAND,HELSINKI,,,,,,11,10,6,60.0%,,1,9.1%,11,10,1,9.1%
Italy,FRANCE,PARIS,,,,,,42,39,26,66.7%,2,1,2.4%,42,41,1,2.4%
Italy,GABON,LIBREVILLE,,,,,,1263,798,232,29.1%,,465,36.8%,"1,263",798,465,36.8%
