Schengen State,Country where consulate is located,Consulate,Airport transit visas (ATVs) applied for , ATVs issued (including multiple),Multiple ATVs issued,ATVs not issued ,Not issued rate for ATVs,Uniform visas applied for,"Total  uniform visas issued (including MEV) 
",Multiple entry uniform visas (MEVs) issued,Share of MEVs on total number of uniform visas issued,Total LTVs issued,Uniform visas not issued,Not issued rate for uniform visas,Total ATVs and uniform visas applied for,"Total ATVs and uniform visas issued  (including multiple ATVs, MEVs and LTVs) ",Total ATVs and uniform visas not issued,Not issued rate for ATVs and uniform visas 
Germany,SWEDEN,STOCKHOLM,,,,,,3,3,3,100.0%,,,,3,3,,
Germany,SWITZERLAND,BERN,,,,,,18,12,11,91.7%,6,,,18,18,,
Germany,TAIWAN,TAIPEI,1,,,1,100.0%,272,239,114,47.7%,1,32,11.8%,273,240,33,12.1%
Germany,TAJIKISTAN,DUSHANBE,,,,,,"3,859","3,400",812,23.9%,28,431,11.2%,"3,859","3,428",431,11.2%
Germany,TANZANIA,DAR ES SALAAM,1,1,1,,,"2,570","2,449","2,435",99.4%,9,112,4.4%,"2,571","2,459",112,4.4%
Germany,THAILAND,BANGKOK,2,2,2,,,"58,416","56,892","56,844",99.9%,2,"1,522",2.6%,"58,418","56,896","1,522",2.6%
Germany,TOGO,LOME,,,,,,"1,344",966,285,29.5%,8,370,27.5%,"1,344",974,370,27.5%
Germany,TRINIDAD AND TOBAGO,PORT OF SPAIN,137,131,89,6,4.4%,165,157,153,97.5%,1,7,4.2%,302,289,13,4.3%
Germany,TUNISIA,TUNIS,2,2,2,,,"20,946","16,475","11,029",66.9%,305,"4,166",19.9%,"20,948","16,782","4,166",19.9%
Germany,TURKEY,ANKARA,43,28,27,15,34.9%,"74,539","64,019","60,117",93.9%,43,"10,477",14.1%,"74,582","64,090","10,492",14.1%
Germany,TURKEY,ISTANBUL,99,58,52,41,41.4%,"128,105","114,541","113,657",99.2%,54,"13,510",10.5%,"128,204","114,653","13,551",10.6%
Germany,TURKEY,IZMIR,26,25,23,1,3.8%,"39,346","36,840","31,316",85.0%,19,"2,487",6.3%,"39,372","36,884","2,488",6.3%
Germany,TURKMENISTAN,ASHGABAT,,,,,,"3,862","3,749","1,398",37.3%,12,101,2.6%,"3,862","3,761",101,2.6%
Germany,UGANDA,KAMPALA,1,,,1,100.0%,"3,275","2,909",739,25.4%,70,296,9.0%,"3,276","2,979",297,9.1%
Germany,UKRAINE,KYIV,1,1,,,,"54,434","52,877","27,574",52.1%,109,"1,448",2.7%,"54,435","52,987","1,448",2.7%
Germany,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"3,309","3,062","3,061",100.0%,34,213,6.4%,"3,309","3,096",213,6.4%
Germany,UNITED ARAB EMIRATES,DUBAI,7,4,4,3,42.9%,"26,389","21,582","21,088",97.7%,687,"4,120",15.6%,"26,396","22,273","4,123",15.6%
Germany,UNITED KINGDOM,EDINBURGH,,,,,,"2,938","2,905","2,829",97.4%,11,22,0.7%,"2,938","2,916",22,0.7%
Germany,UNITED KINGDOM,LONDON,,,,,,"24,354","23,557","22,563",95.8%,435,362,1.5%,"24,354","23,992",362,1.5%
Germany,URUGUAY,MONTEVIDEO,,,,,,9,8,8,100.0%,1,,,9,9,,
Germany,USA,"ATLANTA, GA",96,96,22,,,"1,069","1,053",661,62.8%,,16,1.5%,"1,165","1,149",16,1.4%
Germany,USA,"BOSTON, MA",31,31,7,,,"1,595","1,579","1,048",66.4%,10,6,0.4%,"1,626","1,620",6,0.4%
Germany,USA,"CHICAGO, IL",90,90,14,,,"2,595","2,577",531,20.6%,10,8,0.3%,"2,685","2,677",8,0.3%
Germany,USA,"HOUSTON, TX",51,51,15,,,"1,543","1,498","1,149",76.7%,7,38,2.5%,"1,594","1,556",38,2.4%
Germany,USA,"LOS ANGELES, CA",14,14,9,,,"1,302","1,293","1,078",83.4%,5,4,0.3%,"1,316","1,312",4,0.3%
Germany,USA,"MIAMI, FL",25,25,,,,747,731,343,46.9%,8,8,1.1%,772,764,8,1.0%
Germany,USA,"NEW YORK, NY",17,17,5,,,"3,815","3,683","3,671",99.7%,44,88,2.3%,"3,832","3,744",88,2.3%
Germany,USA,"SAN FRANCISCO, CA",14,14,11,,,"3,101","3,063","2,967",96.9%,17,21,0.7%,"3,115","3,094",21,0.7%
Germany,USA,"WASHINGTON, DC",12,12,1,,,"1,189","1,141",295,25.9%,13,35,2.9%,"1,201","1,166",35,2.9%
Germany,UZBEKISTAN,TASHKENT,,,,,,"9,658","9,040","2,727",30.2%,45,573,5.9%,"9,658","9,085",573,5.9%
Germany,VENEZUELA,CARACAS,5,5,3,,,48,39,39,100.0%,3,6,12.5%,53,47,6,11.3%
Germany,VIETNAM,HANOI,,,,,,"10,845","9,054","4,181",46.2%,7,"1,784",16.4%,"10,845","9,061","1,784",16.4%
Germany,VIETNAM,HO CHI MINH,,,,,,"8,033","7,190","7,175",99.8%,8,835,10.4%,"8,033","7,198",835,10.4%
Germany,ZAMBIA,LUSAKA,,,,,,998,940,95,10.1%,,58,5.8%,998,940,58,5.8%
Germany,ZIMBABWE,HARARE,,,,,,"1,438","1,231","1,231",100.0%,2,205,14.3%,"1,438","1,233",205,14.3%
Greece,ALBANIA,KORCE,,,,,,13,10,9,90.0%,1,2,15.4%,13,11,2,15.4%
Greece,ALBANIA,TIRANA,,,,,,373,311,221,71.1%,29,33,8.8%,373,340,33,8.8%
Greece,ALGERIA,ALGIERS,,,,,,"2,609",809,149,18.4%,,"1,800",69.0%,"2,609",809,"1,800",69.0%
Greece,ARGENTINA,BUENOS AIRES,,,,,,15,13,3,23.1%,,2,13.3%,15,13,2,13.3%
Greece,ARMENIA,YEREVAN,,,,,,"15,183","13,544","2,328",17.2%,,"1,639",10.8%,"15,183","13,544","1,639",10.8%
Greece,AUSTRALIA,ADELAIDE,,,,,,146,145,54,37.2%,,1,0.7%,146,145,1,0.7%
Greece,AUSTRALIA,CANBERRA,,,,,,18,18,,,,,,18,18,,
Greece,AUSTRALIA,MELBOURNE,,,,,,766,762,62,8.1%,2,2,0.3%,766,764,2,0.3%
Greece,AUSTRALIA,PERTH,,,,,,317,309,60,19.4%,,8,2.5%,317,309,8,2.5%
Greece,AUSTRALIA,SYDNEY,,,,,,380,377,246,65.3%,,3,0.8%,380,377,3,0.8%
Greece,AZERBAIJAN,BAKU,,,,,,"1,066",826,146,17.7%,,240,22.5%,"1,066",826,240,22.5%
Greece,BELGIUM,BRUSSELS,,,,,,8,8,4,50.0%,,,,8,8,,
Greece,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,254,221,17,7.7%,,33,13.0%,254,221,33,13.0%
Greece,BRAZIL,BRASILIA,,,,,,4,4,4,100.0%,,,,4,4,,
Greece,BRAZIL,SAO PAULO,,,,,,18,18,12,66.7%,,,,18,18,,
Greece,BULGARIA,SOFIA,,,,,,"1,156","1,103",859,77.9%,18,35,3.0%,"1,156","1,121",35,3.0%
Greece,CANADA,MONTREAL,,,,,,243,240,75,31.3%,,3,1.2%,243,240,3,1.2%
Greece,CANADA,OTTAWA,,,,,,55,55,24,43.6%,,,,55,55,,
Greece,CANADA,TORONTO,,,,,,562,549,241,43.9%,,13,2.3%,562,549,13,2.3%
Greece,CANADA,VANCOUVER,,,,,,150,148,19,12.8%,1,1,0.7%,150,149,1,0.7%
Greece,CHILE,SANTIAGO DE CHILE,,,,,,12,12,10,83.3%,,,,12,12,,
Greece,CHINA,BEIJING,,,,,,"31,374","30,329","1,311",4.3%,1,"1,044",3.3%,"31,374","30,330","1,044",3.3%
Greece,CHINA,GUANGZHOU (CANTON),,,,,,"15,110","14,465","1,923",13.3%,,645,4.3%,"15,110","14,465",645,4.3%
Greece,CHINA,SHANGHAI,,,,,,"32,010","31,558","3,768",11.9%,,452,1.4%,"32,010","31,558",452,1.4%
Greece,CONGO (DEMOCRATIC REPUBLIC),KINSHASA,,,,,,755,237,48,20.3%,,518,68.6%,755,237,518,68.6%
Greece,CROATIA,ZAGREB,,,,,,20,19,17,89.5%,1,,,20,20,,
Greece,CUBA,HAVANA,,,,,,179,146,48,32.9%,,33,18.4%,179,146,33,18.4%
Greece,CYPRUS,NICOSIA,2,1,,1,50.0%,"1,458","1,305",648,49.7%,23,130,8.9%,"1,460","1,329",131,9.0%
Greece,EGYPT,ALEXANDRIA,,,,,,"3,150","2,892","1,695",58.6%,7,251,8.0%,"3,150","2,899",251,8.0%
Greece,EGYPT,CAIRO,,,,,,"5,806","4,567","1,138",24.9%,130,"1,109",19.1%,"5,806","4,697","1,109",19.1%
Greece,ETHIOPIA,ADDIS ABEBA,,,,,,68,20,24,120.0%,46,2,2.9%,68,66,2,2.9%
Greece,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,BITOLA,,,,,,62,60,22,36.7%,2,,,62,62,,
Greece,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,788,658,469,71.3%,117,13,1.6%,788,775,13,1.6%
Greece,FRANCE,PARIS,,,,,,9,8,5,62.5%,,1,11.1%,9,8,1,11.1%
Greece,GEORGIA,TBILISSI,,,,,,"2,820","2,291",272,11.9%,,529,18.8%,"2,820","2,291",529,18.8%
Greece,HONG KONG S.A.R.,HONG KONG,,,,,,531,525,385,73.3%,1,5,0.9%,531,526,5,0.9%
Greece,INDIA,NEW DELHI,4,2,,2,50.0%,"32,134","27,895","27,880",99.9%,4,"4,235",13.2%,"32,138","27,901","4,237",13.2%
Greece,INDONESIA,JAKARTA,,,,,,"4,099","4,039","2,653",65.7%,,60,1.5%,"4,099","4,039",60,1.5%
Greece,IRAN,TEHERAN,,,,,,"10,725","5,582",725,13.0%,109,"5,034",46.9%,"10,725","5,691","5,034",46.9%
Greece,IRAQ,BAGHDAD,,,,,,"1,029",704,239,33.9%,13,312,30.3%,"1,029",717,312,30.3%
Greece,IRELAND,DUBLIN,,,,,,474,472,53,11.2%,,2,0.4%,474,472,2,0.4%
Greece,ISRAEL,JERUSALEM,,,,,,"1,960","1,765",608,34.4%,4,191,9.7%,"1,960","1,769",191,9.7%
Greece,ISRAEL,TEL AVIV,,,,,,385,375,22,5.9%,,10,2.6%,385,375,10,2.6%
Greece,ITALY,ROME,,,,,,49,41,30,73.2%,6,2,4.1%,49,47,2,4.1%
Greece,JAPAN,TOKYO,,,,,,260,256,32,12.5%,,4,1.5%,260,256,4,1.5%
Greece,JORDAN,AMMAN,,,,,,"4,675","3,860","1,458",37.8%,8,807,17.3%,"4,675","3,868",807,17.3%
Greece,KAZAKHSTAN,ASTANA,,,,,,"6,546","6,412","1,851",28.9%,1,133,2.0%,"6,546","6,413",133,2.0%
Greece,KENYA,NAIROBI,,,,,,"1,581","1,310",208,15.9%,,271,17.1%,"1,581","1,310",271,17.1%
Greece,KOSOVO,PRISTINA,,,,,,"7,427",410,"4,659",1136.3%,"6,290",727,9.8%,"7,427","6,700",727,9.8%
Greece,KUWAIT,KUWAIT,,,,,,"4,230","3,215","2,769",86.1%,12,"1,003",23.7%,"4,230","3,227","1,003",23.7%
Greece,LEBANON,BEIRUT,1,,,1,100.0%,"20,483","18,786","17,381",92.5%,238,"1,459",7.1%,"20,484","19,024","1,460",7.1%
Greece,MEXICO,MEXICO CITY,,,,,,28,27,13,48.1%,1,,,28,28,,
Greece,MONTENEGRO,PODGORICA,,,,,,96,94,82,87.2%,1,1,1.0%,96,95,1,1.0%
Greece,MOROCCO,CASABLANCA,,,,,,494,405,110,27.2%,,89,18.0%,494,405,89,18.0%
Greece,NIGERIA,ABUJA,,,,,,"3,373","1,532",625,40.8%,,"1,841",54.6%,"3,373","1,532","1,841",54.6%
Greece,PAKISTAN,ISLAMABAD,,,,,,"1,102",570,114,20.0%,7,525,47.6%,"1,102",577,525,47.6%
Greece,PERU,LIMA,,,,,,4,4,4,100.0%,,,,4,4,,
Greece,PHILIPPINES,MANILA,,,,,,"4,661","4,439","1,878",42.3%,,222,4.8%,"4,661","4,439",222,4.8%
Greece,POLAND,WARSAW,,,,,,2,1,1,100.0%,1,,,2,2,,
Greece,QATAR,DOHA,,,,,,"1,607","1,501",867,57.8%,42,64,4.0%,"1,607","1,543",64,4.0%
Greece,ROMANIA,BUCHAREST,,,,,,455,439,216,49.2%,6,10,2.2%,455,445,10,2.2%
Greece,RUSSIAN FEDERATION,MOSCOW,,,,,,"457,931","453,209","420,537",92.8%,11,"4,711",1.0%,"457,931","453,220","4,711",1.0%
Greece,RUSSIAN FEDERATION,NOVOROSSIISK,,,,,,"31,585","31,174","20,520",65.8%,27,384,1.2%,"31,585","31,201",384,1.2%
Greece,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"42,937","42,805","39,044",91.2%,,132,0.3%,"42,937","42,805",132,0.3%
Greece,SAUDI ARABIA,JEDDAH,,,,,,"5,453","4,722","3,502",74.2%,20,711,13.0%,"5,453","4,742",711,13.0%
Greece,SAUDI ARABIA,RIYADH,,,,,,"5,339","4,985","4,193",84.1%,9,345,6.5%,"5,339","4,994",345,6.5%
Greece,SERBIA,BELGRADE,,,,,,269,268,269,100.4%,1,,,269,269,,
Greece,SOUTH AFRICA,CAPE TOWN,,,,,,"4,111","3,986","3,950",99.1%,,125,3.0%,"4,111","3,986",125,3.0%
Greece,SOUTH AFRICA,JOHANNESBURG,,,,,,"6,887","6,662","6,023",90.4%,,225,3.3%,"6,887","6,662",225,3.3%
Greece,SOUTH KOREA,SEOUL,,,,,,89,83,8,9.6%,,6,6.7%,89,83,6,6.7%
Greece,SPAIN,MADRID,,,,,,4,3,3,100.0%,1,,,4,4,,
Greece,SWEDEN,STOCKHOLM,,,,,,4,4,3,75.0%,,,,4,4,,
Greece,THAILAND,BANGKOK,,,,,,"2,791","2,752",373,13.6%,,39,1.4%,"2,791","2,752",39,1.4%
Greece,TUNISIA,TUNIS,,,,,,"1,042",786,362,46.1%,5,251,24.1%,"1,042",791,251,24.1%
Greece,TURKEY,ANKARA,,,,,,"8,647","7,916","7,369",93.1%,16,715,8.3%,"8,647","7,932",715,8.3%
Greece,TURKEY,EDIRNE,,,,,,"27,295","27,154","27,036",99.6%,,141,0.5%,"27,295","27,154",141,0.5%
Greece,TURKEY,ISTANBUL,,,,,,"102,210","99,688","85,093",85.4%,52,"2,470",2.4%,"102,210","99,740","2,470",2.4%
Greece,TURKEY,IZMIR,,,,,,"61,189","59,819","56,221",94.0%,11,"1,359",2.2%,"61,189","59,830","1,359",2.2%
Greece,UKRAINE,KYIV,,,,,,"16,674","16,179","8,290",51.2%,,495,3.0%,"16,674","16,179",495,3.0%
Greece,UKRAINE,MARIUPOL,,,,,,"1,438","1,397",428,30.6%,,41,2.9%,"1,438","1,397",41,2.9%
Greece,UKRAINE,ODESA,,,,,,"6,253","6,113","1,720",28.1%,,140,2.2%,"6,253","6,113",140,2.2%
Greece,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"8,081","5,986","1,508",25.2%,291,"1,804",22.3%,"8,081","6,277","1,804",22.3%
Greece,UNITED KINGDOM,LONDON,,,,,,"6,960","6,842","4,457",65.1%,31,87,1.3%,"6,960","6,873",87,1.3%
Greece,USA,"ATLANTA, GA",,,,,,195,175,63,36.0%,8,12,6.2%,195,183,12,6.2%
Greece,USA,"BOSTON, MA",,,,,,474,462,370,80.1%,9,3,0.6%,474,471,3,0.6%
Greece,USA,"CHICAGO, IL",,,,,,452,444,423,95.3%,4,4,0.9%,452,448,4,0.9%
Greece,USA,"HOUSTON, TX",,,,,,423,416,405,97.4%,6,1,0.2%,423,422,1,0.2%
Greece,USA,"LOS ANGELES, CA",,,,,,511,494,243,49.2%,15,2,0.4%,511,509,2,0.4%
Greece,USA,"NEW YORK, NY",,,,,,"1,734","1,702","1,570",92.2%,19,13,0.7%,"1,734","1,721",13,0.7%
Greece,USA,"SAN FRANCISCO, CA",,,,,,466,459,225,49.0%,7,,,466,466,,
Greece,USA,"TAMPA, FL",,,,,,184,179,71,39.7%,5,,,184,184,,
Greece,USA,"WASHINGTON, DC",,,,,,"1,388",545,"1,166",213.9%,834,9,0.6%,"1,388","1,379",9,0.6%
Greece,VENEZUELA,CARACAS,,,,,,3,3,2,66.7%,,,,3,3,,
Greece,VIETNAM,HANOI,,,,,,898,784,202,25.8%,,114,12.7%,898,784,114,12.7%
Greece,ZIMBABWE,HARARE,,,,,,280,199,86,43.2%,,81,28.9%,280,199,81,28.9%
Hungary,ALBANIA,TIRANA,,,,,,70,68,66,97.1%,1,1,1.4%,70,69,1,1.4%
Hungary,ALGERIA,ALGIERS,,,,,,"3,102","1,111",242,21.8%,2,"1,989",64.1%,"3,102","1,113","1,989",64.1%
Hungary,ARGENTINA,BUENOS AIRES,,,,,,5,4,3,75.0%,,1,20.0%,5,4,1,20.0%
Hungary,AZERBAIJAN,BAKU,,,,,,"3,321","2,671",314,11.8%,6,644,19.4%,"3,321","2,677",644,19.4%
Hungary,BELARUS,MINSK,,,,,,"8,984","8,952","6,068",67.8%,2,30,0.3%,"8,984","8,954",30,0.3%
Hungary,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,70,65,54,83.1%,1,4,5.7%,70,66,4,5.7%
Hungary,BULGARIA,SOFIA,,,,,,623,600,364,60.7%,,23,3.7%,623,600,23,3.7%
Hungary,CANADA,OTTAWA,,,,,,146,137,63,46.0%,3,6,4.1%,146,140,6,4.1%
Hungary,CHINA,BEIJING,,,,,,"14,703","14,277","3,428",24.0%,2,424,2.9%,"14,703","14,279",424,2.9%
Hungary,CHINA,CHONGQING,,,,,,"4,449","4,343",706,16.3%,3,103,2.3%,"4,449","4,346",103,2.3%
Hungary,CHINA,SHANGHAI,,,,,,"9,078","8,213","2,574",31.3%,2,863,9.5%,"9,078","8,215",863,9.5%
Hungary,CROATIA,ZAGREB,,,,,,84,79,62,78.5%,,5,6.0%,84,79,5,6.0%
Hungary,CUBA,HAVANA,,,,,,176,137,18,13.1%,,39,22.2%,176,137,39,22.2%
Hungary,ECUADOR,QUITO,,,,,,176,166,80,48.2%,,10,5.7%,176,166,10,5.7%
Hungary,EGYPT,CAIRO,,,,,,"3,349","2,747",605,22.0%,10,592,17.7%,"3,349","2,757",592,17.7%
Hungary,FORMER YUGOSLAV REPUBLIC OF MACEDONIA,SKOPJE,,,,,,36,35,25,71.4%,,1,2.8%,36,35,1,2.8%
Hungary,FRANCE,PARIS,,,,,,2,2,,,,,,2,2,,
Hungary,GERMANY,BERLIN,,,,,,1,1,1,100.0%,,,,1,1,,
Hungary,INDIA,MUMBAI,,,,,,"9,861","9,425","8,855",94.0%,3,433,4.4%,"9,861","9,428",433,4.4%
Hungary,INDIA,NEW DELHI,,,,,,"6,434","5,325","1,682",31.6%,5,"1,104",17.2%,"6,434","5,330","1,104",17.2%
Hungary,INDONESIA,JAKARTA,,,,,,"6,115","6,083","3,212",52.8%,8,24,0.4%,"6,115","6,091",24,0.4%
Hungary,IRAN,TEHERAN,,,,,,"4,498","4,087","1,059",25.9%,73,338,7.5%,"4,498","4,160",338,7.5%
Hungary,IRAQ,ERBIL,,,,,,700,418,107,25.6%,25,257,36.7%,700,443,257,36.7%
Hungary,IRELAND,DUBLIN,,,,,,257,245,120,49.0%,,12,4.7%,257,245,12,4.7%
Hungary,ISRAEL,TEL AVIV,,,,,,526,486,76,15.6%,4,36,6.8%,526,490,36,6.8%
Hungary,ITALY,MILAN,,,,,,3,3,,,,,,3,3,,
Hungary,JAPAN,TOKYO,,,,,,144,143,15,10.5%,1,,,144,144,,
Hungary,JORDAN,AMMAN,,,,,,"1,223","1,152",681,59.1%,7,64,5.2%,"1,223","1,159",64,5.2%
Hungary,KAZAKHSTAN,ALMATY,,,,,,"11,179","10,627","2,857",26.9%,5,547,4.9%,"11,179","10,632",547,4.9%
Hungary,KENYA,NAIROBI,,,,,,311,261,58,22.2%,1,49,15.8%,311,262,49,15.8%
Hungary,KOSOVO,PRISTINA,,,,,,"6,675","5,599","5,072",90.6%,3,"1,073",16.1%,"6,675","5,602","1,073",16.1%
Hungary,KUWAIT,KUWAIT,,,,,,813,737,539,73.1%,6,70,8.6%,813,743,70,8.6%
Hungary,LEBANON,BEIRUT,,,,,,"1,040",923,162,17.6%,13,104,10.0%,"1,040",936,104,10.0%
Hungary,MALAYSIA,KUALA LUMPUR,,,,,,129,67,21,31.3%,,62,48.1%,129,67,62,48.1%
Hungary,MEXICO,MEXICO CITY,,,,,,11,11,2,18.2%,,,,11,11,,
Hungary,MOLDOVA,CHISINAU,,,,,,25,25,20,80.0%,,,,25,25,,
Hungary,MONGOLIA,ULAN BATOR,,,,,,906,657,96,14.6%,2,247,27.3%,906,659,247,27.3%
Hungary,MOROCCO,RABAT,,,,,,381,265,71,26.8%,5,111,29.1%,381,270,111,29.1%
Hungary,NIGERIA,ABUJA,,,,,,"1,080",542,115,21.2%,7,531,49.2%,"1,080",549,531,49.2%
Hungary,PAKISTAN,ISLAMABAD,,,,,,"2,026","1,305",335,25.7%,26,695,34.3%,"2,026","1,331",695,34.3%
Hungary,QATAR,DOHA,,,,,,"1,094",948,587,61.9%,16,130,11.9%,"1,094",964,130,11.9%
Hungary,ROMANIA,BUCHAREST,,,,,,227,203,90,44.3%,,24,10.6%,227,203,24,10.6%
Hungary,RUSSIAN FEDERATION,KAZAN,,,,,,"2,513","2,507","1,036",41.3%,,6,0.2%,"2,513","2,507",6,0.2%
Hungary,RUSSIAN FEDERATION,MOSCOW,,,,,,"46,049","45,492","21,537",47.3%,4,553,1.2%,"46,049","45,496",553,1.2%
Hungary,RUSSIAN FEDERATION,ST. PETERSBURG,,,,,,"2,731","2,721","1,788",65.7%,,10,0.4%,"2,731","2,721",10,0.4%
Hungary,RUSSIAN FEDERATION,YEKATERINBURG,,,,,,"10,397","10,364","4,674",45.1%,,33,0.3%,"10,397","10,364",33,0.3%
Hungary,SAUDI ARABIA,RIYADH,,,,,,"2,016","1,839","1,612",87.7%,6,171,8.5%,"2,016","1,845",171,8.5%
Hungary,SERBIA,BELGRADE,,,,,,"1,480","1,445","1,245",86.2%,1,34,2.3%,"1,480","1,446",34,2.3%
Hungary,SERBIA,SUBOTICA,,,,,,49,48,34,70.8%,,1,2.0%,49,48,1,2.0%
Hungary,SINGAPORE,SINGAPORE,,,,,,527,523,193,36.9%,,4,0.8%,527,523,4,0.8%
Hungary,SOUTH AFRICA,PRETORIA,,,,,,"2,067","2,014","1,933",96.0%,1,52,2.5%,"2,067","2,015",52,2.5%
Hungary,SOUTH KOREA,SEOUL,,,,,,65,61,12,19.7%,,4,6.2%,65,61,4,6.2%
Hungary,TAIWAN,TAIPEI,,,,,,9,9,6,66.7%,,,,9,9,,
Hungary,THAILAND,BANGKOK,,,,,,"2,634","2,585",399,15.4%,4,45,1.7%,"2,634","2,589",45,1.7%
Hungary,TUNISIA,TUNIS,,,,,,328,241,37,15.4%,5,82,25.0%,328,246,82,25.0%
Hungary,TURKEY,ANKARA,,,,,,"5,268","4,970","3,193",64.2%,5,293,5.6%,"5,268","4,975",293,5.6%
Hungary,TURKEY,ISTANBUL,,,,,,"19,676","18,986","16,249",85.6%,10,680,3.5%,"19,676","18,996",680,3.5%
Hungary,UKRAINE,BEREHOVE,,,,,,"15,790","15,524","12,758",82.2%,62,204,1.3%,"15,790","15,586",204,1.3%
Hungary,UKRAINE,KYIV,,,,,,"19,982","19,680","10,625",54.0%,35,267,1.3%,"19,982","19,715",267,1.3%
Hungary,UKRAINE,UZHHOROD,,,,,,"23,819","23,552","20,893",88.7%,52,215,0.9%,"23,819","23,604",215,0.9%
Hungary,UNITED ARAB EMIRATES,ABU DHABI,,,,,,"1,080",542,115,21.2%,7,531,49.2%,"1,080",549,531,49.2%
Hungary,UNITED KINGDOM,LONDON,,,,,,"1,144","1,080",527,48.8%,4,60,5.2%,"1,144","1,084",60,5.2%
Hungary,USA,"LOS ANGELES, CA",,,,,,285,281,70,24.9%,1,3,1.1%,285,282,3,1.1%
Hungary,USA,"NEW YORK, NY",,,,,,307,305,62,20.3%,2,,,307,307,,
Hungary,USA,"WASHINGTON, DC",,,,,,216,211,115,54.5%,,5,2.3%,216,211,5,2.3%
Hungary,VIETNAM,HANOI,,,,,,622,542,60,11.1%,,80,12.9%,622,542,80,12.9%
Hungary,VIETNAM,HO CHI MINH,,,,,,853,726,52,7.2%,,127,14.9%,853,726,127,14.9%
Iceland,CHINA,BEIJING,,,,,,"5,832","5,393","3,967",73.6%,,63,1.1%,"5,832","5,393",63,1.1%
Iceland,RUSSIAN FEDERATION,MOSCOW,,,,,,"1,778","1,761","1,115",63.3%,,10,0.6%,"1,778","1,761",10,0.6%
Italy,AFGHANISTAN,KABUL,,,,,,306,187,61,32.6%,14,105,34.3%,306,201,105,34.3%
Italy,ALBANIA,TIRANA,,,,,,382,349,278,79.7%,7,26,6.8%,382,356,26,6.8%
Italy,ALBANIA,VLORE,,,,,,47,45,42,93.3%,,2,4.3%,47,45,2,4.3%
Italy,ALGERIA,ALGIERS,,,,,,"30,010","17,571","11,758",66.9%,339,"12,100",40.3%,"30,010","17,910","12,100",40.3%
Italy,ANGOLA,LUANDA,,,,,,"1,643","1,400",294,21.0%,,243,14.8%,"1,643","1,400",243,14.8%
Italy,ARGENTINA,BUENOS AIRES,,,,,,120,114,43,37.7%,3,3,2.5%,120,117,3,2.5%
Italy,ARMENIA,YEREVAN,,,,,,"11,662","9,450","2,677",28.3%,,"2,212",19.0%,"11,662","9,450","2,212",19.0%
Italy,AUSTRALIA,ADELAIDE,,,,,,135,134,10,7.5%,,1,0.7%,135,134,1,0.7%
Italy,AUSTRALIA,BRISBANE,,,,,,386,383,89,23.2%,,3,0.8%,386,383,3,0.8%
Italy,AUSTRALIA,CANBERRA,,,,,,133,131,51,38.9%,,2,1.5%,133,131,2,1.5%
Italy,AUSTRALIA,MELBOURNE,,,,,,"1,387","1,353",35,2.6%,,34,2.5%,"1,387","1,353",34,2.5%
Italy,AUSTRALIA,PERTH,,,,,,366,361,82,22.7%,,5,1.4%,366,361,5,1.4%
Italy,AUSTRALIA,SYDNEY,,,,,,"1,396","1,390",383,27.6%,3,3,0.2%,"1,396","1,393",3,0.2%
Italy,AUSTRIA,VIENNA,,,,,,25,21,18,85.7%,4,,,25,25,,
Italy,AZERBAIJAN,BAKU,,,,,,"9,492","7,915","3,381",42.7%,30,"1,547",16.3%,"9,492","7,945","1,547",16.3%
Italy,BAHRAIN,MANAMA,,,,,,"6,582","6,467","6,386",98.7%,,115,1.7%,"6,582","6,467",115,1.7%
Italy,BANGLADESH,DHAKA,,,,,,"6,222","3,574","3,112",87.1%,44,"2,604",41.9%,"6,222","3,618","2,604",41.9%
Italy,BELARUS,MINSK,,,,,,"24,824","24,628","15,048",61.1%,1,195,0.8%,"24,824","24,629",195,0.8%
Italy,BOLIVIA,LA PAZ,,,,,,"1,850","1,547",230,14.9%,,303,16.4%,"1,850","1,547",303,16.4%
Italy,BOSNIA AND HERZEGOVINA,SARAJEVO,,,,,,187,179,179,100.0%,,8,4.3%,187,179,8,4.3%
Italy,BRAZIL,BELO HORIZONTE,,,,,,12,12,10,83.3%,,,,12,12,,
Italy,BRAZIL,BRASILIA,,,,,,16,12,4,33.3%,,4,25.0%,16,12,4,25.0%
Italy,BRAZIL,CURITIBA,,,,,,24,24,19,79.2%,,,,24,24,,
Italy,BRAZIL,PORTO ALEGRE,,,,,,9,9,9,100.0%,,,,9,9,,
Italy,BRAZIL,RECIFE,,,,,,14,14,12,85.7%,,,,14,14,,
Italy,BRAZIL,RIO DE JANEIRO,1,1,,,,38,34,13,38.2%,,4,10.5%,39,35,4,10.3%
Italy,BRAZIL,SAO PAULO,1,1,,,,183,145,144,99.3%,,38,20.8%,184,146,38,20.7%
Italy,BULGARIA,SOFIA,,,,,,508,502,155,30.9%,,6,1.2%,508,502,6,1.2%
